price,bedrooms,bathrooms,sqft_lot,floors,condition,yr_built
258500,3,2,7930,1,Average,1989
783000,4,2.75,5000,1,VeryGood,1940
1.05E+06,5,2.25,7680,1,VeryGood,1958
760000,4,2.5,4031,2,Average,2002
276000,3,1,5000,1,Average,1960
550000,4,2,12377,1,Average,1966
398000,4,1,6240,1.5,VeryGood,1953
775000,3,3,4300,1.5,Good,1914
1.03E+06,4,3,10202,2,Average,1988
327000,4,1,6000,1.5,VeryGood,1905
564500,4,2.75,14568,2,Average,1995
782000,4,1.75,6820,1.5,VeryGood,1905
398000,4,2.5,5510,2,Average,2005
257000,3,1.75,10920,1.5,Average,1915
235000,4,2,9415,2,Good,1984
453000,4,2.75,37533,1,VeryGood,1979
535000,2,1,9000,1,Poor,1954
275000,3,2.5,7000,2,Good,1993
665000,3,2.5,10047,2,Average,1996
670000,4,2.75,13530,1,Good,1977
465000,3,1.75,10757,1,Average,1966
210000,3,1.5,5200,1,VeryGood,1970
265000,4,2.5,4443,2,Average,2001
426000,2,2.5,2657,2,Good,1987
529219,4,2.25,7610,1,Good,1966
600000,3,2.25,46609,1.5,Good,1969
875000,5,3.5,8279,2,Average,2001
608000,4,3,7680,1,Average,1956
220000,3,1,21514,1,Good,1973
1.76E+06,4,5,21630,1,Good,1996
295450,3,2,17120,1,Good,1966
315000,2,1,5087,1,Average,1925
205000,4,2,8175,1,Good,1967
310000,3,1.5,9908,1,Average,1952
1.00E+06,5,1,5210,1.5,Average,1927
525000,4,2.5,7631,2,Average,2006
284000,4,1.75,8800,1,Average,1960
510000,3,1.75,26460,1,Average,1986
405000,2,1,4377,1,Good,1947
509950,3,2.5,9153,2,Average,2007
600000,4,2.25,45738,2,Average,1987
990000,4,3.75,4940,2,Average,2006
280005,3,1.5,7200,1,Average,1954
700000,3,1.75,7668,1,Good,1968
330000,3,1,7620,1,Average,1953
340000,2,1,6718,1,Average,1956
468000,2,2.5,2167,2,Average,2007
1.34E+06,4,2.5,19387,2,Good,1972
515000,3,1.75,20873,1,Average,1955
245000,4,2,8750,1,Average,1977
265000,3,2.5,7741,1,Good,1983
372400,3,2.5,11937,2,Average,1990
390000,3,1.5,8410,1,VeryGood,1948
208000,3,1,6120,1,Good,1967
273000,2,0.5,7750,1,Good,1945
455000,5,3.5,7759,2,Average,2003
270000,4,2.5,6397,2,Average,1988
618000,4,2.25,8736,1,Good,1958
213550,3,2.5,8541,2,Average,1990
210000,5,1.75,9148,2,Average,1957
2.75E+06,5,4,16065,2,Average,2004
403500,4,2.75,3844,1,VeryGood,1974
235000,3,1.5,7600,1,Good,1963
287500,3,2,7147,1,Good,1936
546800,4,1.5,5910,1,Average,1946
183000,3,1.75,8100,1,Good,1957
560000,3,2,216777,1,Average,1986
299500,3,1,6726,1,Average,1958
610000,4,2.25,7350,1,Average,1965
288350,3,1.5,7963,1,Average,1963
500000,2,1,4500,1,Average,1926
625000,4,2.75,4000,1,Average,1951
418000,2,1.5,1349,2,Average,2007
660000,3,3,1825,2,Average,2002
775000,4,2.5,6158,2,Average,1999
429500,3,2.75,7272,1,Good,1972
569000,3,2,3000,1.5,Average,1908
250000,4,2,7560,1,VeryGood,1978
225000,3,1.5,10491,1,Good,1969
530000,4,2.75,15002,1,VeryGood,1974
306000,3,1,8658,1,Average,1955
517100,3,1.75,9719,1,VeryGood,1962
354950,3,1.75,9689,1,Average,1976
348000,3,1.5,1824,1,Average,1925
522250,4,2.5,41600,1,Average,1977
275000,3,2.5,8755,1,Average,1983
390000,3,1.5,10440,1,Average,1954
260000,3,1.5,9750,1,Average,1954
585000,5,2.75,4178,1.5,Average,1922
605000,5,2.75,5616,1.5,VeryGood,1925
342000,4,2.5,6448,2,Average,2001
900000,5,3,37169,2,Average,1972
252000,3,1.75,7700,1,Good,1981
357000,3,1.75,14012,1,Average,1971
370000,3,1,7910,1,Good,1959
322500,3,1,13504,1,VeryGood,1959
210000,2,2,5756,2,Good,1910
290000,2,1,9840,1,Average,1949
860000,4,3.25,7012,2,Average,2005
302000,6,2,4621,1.5,Average,1911
369160,4,2.25,9680,2,Good,1965
1.19E+06,4,2.75,3000,2.5,Average,2003
993000,4,2,14810,2,VeryGood,1954
380000,6,2,6969,1,Good,1968
635000,4,2,8160,1,Good,1949
260000,3,1,11120,1,Average,1947
243000,2,1,5522,1.5,Good,1943
1.40E+06,4,2.5,8879,2,Average,2001
665000,4,2.5,8100,1,VeryGood,1952
898000,5,2.25,9000,2,VeryGood,1987
583000,4,2.75,9453,1,VeryGood,1955
429000,4,1.75,7700,2,Fair,1977
471000,3,2.5,4059,2,Average,1998
1.81E+06,3,3.5,8295,2,Average,1951
739500,3,3.25,51177,2,Average,2005
450000,3,1.5,17208,1,Average,1959
552500,3,1,5000,1,Average,1949
437000,4,1.75,10642,1,Good,1954
270000,4,2,5220,1.5,Average,1951
226740,3,1.5,8800,1,Good,1965
446500,4,2.5,7920,1,Average,1974
283000,3,2,15068,2,Average,1920
445000,4,1.75,13211,1.5,Good,1909
250000,2,1,6840,1,VeryGood,1942
307000,3,1,6552,1,Average,1942
315000,4,2.75,8580,1,Average,1991
555000,3,3,23085,1.5,Average,1908
264900,4,2.5,7000,1,Average,1979
510000,3,2,4510,1,Average,1978
328000,4,2.5,3980,2,Average,2002
358000,4,2.5,7308,2,Average,2002
325000,3,2.5,4260,2,Average,2005
1.37E+06,2,3.25,3444,3,Average,1990
230000,4,2,10800,1,Good,1967
545000,3,2,4000,1,Average,1955
705380,3,2.5,4343,2,Average,2003
459000,5,2.5,12987,1,Good,1979
815000,4,2.25,3800,2,Average,2001
495000,6,5,4500,2,Average,2007
520000,3,2.5,58712,2.5,Average,1987
430000,2,1.5,1194,3,Average,2001
255000,4,2.5,7800,2,Average,1989
588000,3,2,4777,2,VeryGood,1908
350000,3,1,7811,1,Average,1959
625000,4,2.75,21486,1,VeryGood,1963
172500,2,2,20685,1,Fair,1958
554000,3,2,3500,1.5,VeryGood,1909
775000,4,2.5,7112,2,Average,2001
1.19E+06,4,3.5,217800,2,Average,2003
618000,3,2.75,12682,2,Average,1977
305000,4,1,8450,1.5,Good,1954
232000,3,2,13356,1,Average,1994
262000,4,2.5,6236,2,Average,2002
234000,3,1,8122,1,VeryGood,1971
500000,4,2.75,7209,1,Average,2002
278000,3,1,7632,1,Average,1920
230000,5,1,19040,1,Average,1961
500000,4,1.75,9215,1,VeryGood,1969
366500,4,2.75,9300,1,VeryGood,1945
665000,6,3,4400,2.5,Good,1902
1.10E+06,3,1.5,4830,2,Average,1928
575000,2,1.75,4076,1,Average,1957
674750,4,2.5,9753,2,Average,1993
719000,5,2,6131,1,VeryGood,1940
482000,3,1.75,105587,1,Good,1980
254000,2,1,8187,1,Good,1952
443725,3,1.75,3880,1,Good,1944
575000,4,2.5,35636,2,Average,1980
469000,3,2.25,9957,1,Average,1977
175000,2,1,44431,1,VeryGood,1958
437000,5,2,8316,1,Average,1961
550000,4,3,13113,1,Good,1974
172040,3,2.25,7134,1,Good,1979
363000,3,2,7000,1,Average,1993
282000,3,2.25,3600,2,Average,2012
400000,6,2,6554,2,Average,1905
650000,5,3.5,10018,2,Average,2003
365000,3,2.5,99916,2,Good,1990
269950,4,2.5,7230,2,Average,2002
260000,2,1,19602,1,Average,1977
193000,3,1.5,7000,1,Good,1977
340000,4,2.25,6791,2,Average,2005
900000,4,3.25,38412,2,Average,1978
371000,3,2.5,8361,2,Average,1991
592000,3,2.5,81892,2,Average,1985
300000,3,2.5,12750,2,Average,1991
449950,4,3,6977,2,Average,2003
299500,3,2.5,7163,2,Average,1989
995000,4,2.25,13406,1,Good,1963
335000,4,1.75,9472,1,Average,1960
280000,4,2.25,7350,1,Good,1978
446000,4,2.25,7800,1,Average,1977
1.54E+06,4,2.75,15139,1,Good,1964
325000,3,1,4500,1,Good,1943
450000,3,1.75,11200,1,Average,1955
322500,4,2.5,7107,2,Average,2000
453000,3,1,9473,1,VeryGood,1955
655000,4,2.5,4412,2,Average,2001
603000,3,2.25,2800,2,VeryGood,1926
235000,4,1,24000,1.5,Average,1947
968933,4,3.5,7304,2,Average,2006
1.02E+06,3,3.5,11340,1,Average,1980
435000,4,2.25,8548,2,Average,1973
242000,3,2,8092,1,Average,1986
487000,6,3.25,248600,2,Good,1947
810000,4,2.75,10450,2,Average,1996
625000,3,2.5,64073,1,Good,1976
165000,3,1.5,7742,1,Average,1973
335000,3,1,6750,1,Average,1960
286700,3,1,6600,1,Average,1958
699000,2,1.5,4050,1,Good,1954
280000,3,1.75,7280,1,Average,1974
580000,4,2.5,7064,2,Average,1988
754800,2,2.5,7781,2,Average,2006
525000,4,2.5,16801,2,Average,1995
562000,3,1.75,10530,1,Average,1962
575000,4,1.75,6060,1,Average,1926
808900,5,2.5,5901,2,Average,2006
992000,3,2.25,15207,1,Good,1966
335000,3,2.5,6698,2,Average,1997
473000,3,2.75,7200,1,Average,1985
350000,4,2.75,11210,1,Good,1977
1.60E+06,5,2.5,5374,2.5,Good,1906
305500,3,1,6090,1,Good,1950
306000,2,1,13500,1,Good,1946
233000,2,2.25,1656,2,Average,2001
490000,3,1.75,9000,1,Average,1971
445000,4,2.5,42077,2,Average,1994
355000,3,2.25,9674,1,Average,1959
360000,2,2,7607,1,Good,1987
737500,3,1.75,10900,2,Average,1935
985000,3,3.5,11920,2,VeryGood,1969
349950,2,3.25,2031,2,Average,2006
520000,4,2.5,7161,2,Average,2005
355950,4,2.5,8540,1,Average,1955
485000,5,2.5,6129,2,Average,2004
143000,3,1,3315,1,Good,1969
3.28E+06,2,1.75,10000,2.5,Average,2001
355000,3,1,8512,1,Good,1967
1.13E+06,5,3.5,13885,2,Good,1979
200000,5,1.75,15525,1,Good,1959
913000,4,2.5,10576,2,Average,1999
1.60E+06,3,2.5,12824,1,Good,1966
409900,2,2.5,1845,2,Average,1997
265000,4,1,6034,1,Average,1950
740000,5,3,51836,1,VeryGood,1955
306000,4,2.5,8124,2,Average,2001
381000,3,2.5,3999,2,Average,2003
1.22E+06,3,3.25,6132,2,Average,1933
1.05E+06,3,3.5,29982,1,Good,1941
408000,2,1,7440,1,VeryGood,1948
739900,5,2.5,5377,2,Average,2006
674250,4,2.5,35000,1,Good,1985
438400,2,1,8100,1,Good,1953
1.70E+06,5,5,14649,2,Average,2000
703000,3,2,5980,1.5,Average,1945
262000,3,1.75,6530,1,Good,1989
353000,3,2,14499,1,Average,1984
500000,4,2.5,7607,2,Average,1995
1.28E+06,4,2.5,4620,1.5,Average,1917
332000,4,2.5,6566,2,Average,2004
824000,4,2.5,14240,1,Good,1974
290000,4,2,4788,1,Average,1968
700000,3,2.5,1545,2,Average,2002
550000,2,1,3420,1,Good,1922
549000,2,1,11165,1.5,Good,1921
1.87E+06,4,2.5,43560,1,Good,1951
858000,4,2.25,13720,2,Average,1978
345000,2,1,10423,1,Average,1947
340000,4,1.75,11651,2.5,Average,1930
1.22E+06,4,2.25,9600,2.5,Good,1962
275000,3,2.25,1488,3,Average,2009
405000,3,1,7771,1,Average,1963
432500,3,2,8145,2,VeryGood,1949
236500,4,1,4217,1.5,Average,1925
679000,4,1.5,4923,1.5,Good,1928
543000,4,2.5,8451,2,Average,1995
294000,3,1,9520,1,Average,1953
340500,3,1.75,10463,1,Good,1969
1.01E+06,4,2.5,16263,2,Average,1989
335000,2,2,2560,1,Average,1976
425000,3,2,8011,1,Average,1988
353000,3,2.5,9240,2,Good,2001
540000,3,2.5,5146,2,Average,1991
640000,5,3.5,11928,2,Average,2006
339950,3,1,11457,1,Average,1959
195000,3,1.75,8400,1,Fair,1979
322000,3,1.75,8400,1,Fair,1979
660000,4,1.75,10450,1,Average,1978
280000,6,3,9373,2,Average,1991
300000,6,3,9373,2,Average,1991
207500,3,1,8816,1,Good,1966
195000,3,1.5,8726,1,Average,1956
700000,3,2,3880,1,VeryGood,1954
560000,4,1.75,8555,1,Good,1982
260000,3,1.75,7344,1,VeryGood,1911
575000,3,1.75,7344,1,VeryGood,1911
475000,3,2.5,3239,2,Average,2006
285000,3,1.75,8601,1,Average,1905
753888,4,2.5,5500,2,Average,2003
650000,3,2.5,3600,2,Average,2003
620000,3,2.25,3478,1.5,Good,1929
526000,3,1.75,37801,1,Average,1977
155000,2,1,5200,1,VeryGood,1952
342000,4,2,11200,1,Average,1959
390000,3,1.75,216332,1,Average,1981
685000,3,2.75,219978,2,Good,1990
608000,4,2.5,4736,2,Average,2001
179900,2,1,6400,1,Average,1943
1.25E+06,6,3.25,14150,2,VeryGood,1936
166000,3,1,11675,1,Average,1957
462000,3,1.5,4500,1.5,Average,1928
545000,4,2.5,6023,2,Average,1990
415000,3,1,4500,1.5,Average,1903
269000,3,2.5,4200,2,Average,2003
356500,4,2.5,11473,2,Average,2008
225000,3,1,7633,1,Good,1961
175000,2,1,5130,1,Good,1948
549000,5,2.5,9720,2,Good,1974
535000,3,2.75,12197,2,Average,1989
627000,4,2.25,7712,1,Average,1973
565000,3,2,15677,2.5,Average,1976
392450,4,2,2681,1,Average,1912
509000,2,2,4675,1,Average,2006
340000,3,2.5,4800,1,Average,1921
537000,3,2.5,4800,1,Average,1921
865000,4,3,9892,2,Average,1998
358000,2,1,8340,1,Average,1948
595000,4,2.25,3225,1.5,VeryGood,1923
661000,4,2.5,8058,2,Average,1998
419950,3,2.25,8500,1,Good,1977
490000,4,3.5,6420,2,Average,2006
525000,2,1,4000,1,Average,1940
350000,3,2,1298,3,Average,1995
552500,3,2.5,3582,2,Average,2008
210000,3,1,8970,1,Good,1961
390000,3,2.5,53250,2,Average,1990
336800,5,1.75,16650,1.5,Average,1958
465000,3,2.5,4473,2,Average,2003
299900,4,2.5,3632,2,Average,2011
715000,3,3.25,5000,2,Average,2006
235000,4,2.5,39639,1,Average,1970
276000,3,2.5,4400,2,Average,2007
265000,4,1.5,12728,1,Good,1964
425000,3,1.75,3000,1,Good,1900
313000,4,2.5,10320,2,Average,1993
715000,3,2.5,6000,1,Average,1984
265000,3,2.25,10969,2,Average,1991
646000,3,2.75,6413,2,Average,2004
175000,3,1,6600,1,Average,1954
649000,3,2.5,13809,1,Good,1973
785000,3,2.75,5200,1,Good,1940
890000,4,2.75,4400,1,VeryGood,1920
612000,3,3,10327,1,Average,1998
330000,4,2.5,5674,2,Average,2003
493000,3,2.25,11393,1,Average,1978
1.60E+06,4,2.25,5735,1,Average,1957
1.62E+06,4,3,9750,1,VeryGood,1972
1.65E+06,4,3,9750,1,VeryGood,1972
499000,3,2.5,2150,2.5,Average,1900
603500,6,2.75,8400,1,VeryGood,1962
530000,2,1.5,3680,1,Average,1941
895000,5,2.5,14197,1,Good,1962
267345,4,2.25,8165,1,Good,1972
275000,3,2.5,15639,2,Average,1987
439950,3,1.75,223377,1,Average,1950
455000,3,2.25,4653,2,Good,1985
630000,3,1.75,6930,1,Average,1944
690000,3,2.5,5001,2,Average,2004
212000,4,1.75,12705,1,Good,1971
231500,4,2.25,7526,1,Good,1985
1.24E+06,4,3.25,49936,2,Good,1991
378500,3,2.5,43821,2,Good,1990
482000,4,2.5,35868,2,Average,1989
695000,2,1,3990,1,Average,1924
965000,4,2.5,57587,2,Average,1989
675000,3,1.75,5913,1,Good,1941
387000,3,1.5,6500,1,Average,1972
347500,4,2.75,7000,2,Average,1977
385000,3,2,7400,1,Average,1922
265000,3,1,4930,1,Average,1950
406000,3,1,5264,1,Average,1953
134000,2,1.5,5000,2,Average,1922
415000,3,1,3399,2,VeryGood,1926
375000,3,1.75,8775,1,Average,1973
620000,4,2.5,7465,2,Average,1993
337500,5,2.5,4698,2,Average,1999
565000,3,2.5,12368,1,Good,1967
399500,3,1.75,12676,2,Average,1911
1.07E+06,2,1.75,9466,2,Average,1987
352500,3,2,33630,1,Average,1992
259000,3,2,5909,1,Average,1986
320000,2,1,7620,1,Average,1971
733000,3,2.5,9888,2,Good,1989
381500,2,1,2910,1,VeryGood,1924
343000,2,1,9261,1,Good,1957
205500,2,1,6400,1,VeryGood,1938
525000,3,2,16530,1,VeryGood,1967
300000,3,1.75,8352,1,VeryGood,1943
299000,2,1,189486,1,Average,1942
561000,4,2.5,5250,2,Average,1990
450000,3,1,4000,1.5,Average,1928
540000,4,2.5,7850,2,Average,1985
379000,3,2.5,30886,2,Average,1992
230000,3,1,14000,1,Good,1958
399950,3,2.5,30605,2,Good,1989
355000,5,2.5,5806,2,Average,2002
580000,4,2.25,9593,1,Average,1969
700000,3,2,4299,1.5,Good,1922
279900,3,1.75,8151,1,Good,1962
210000,3,1,7500,1,Average,1905
1.17E+06,3,3,5001,2,Average,1989
290300,2,1,3874,1,Good,1931
1.60E+06,5,4.5,43123,2,Average,1996
490000,3,1,6380,1.5,Average,1939
606000,4,2.5,13850,2,Average,1987
359950,3,1,4980,1,Average,1943
677100,3,2,9199,1,Average,1993
465000,3,2,7125,1,Good,1984
4.50E+06,5,5.5,40014,2,Average,2004
500000,3,2,41072,1,Good,1978
455000,2,1,5000,1,Good,1950
705000,6,2,4240,1.5,Good,1911
420000,3,2.5,7020,1,Good,1967
169575,3,1,8284,1,Average,1968
250000,3,1,8284,1,Average,1968
530000,3,2.25,7262,1,VeryGood,1973
590000,5,3.25,40341,1,VeryGood,1970
257500,3,1.75,14087,1,Average,1979
415000,3,1,6700,1,Average,1957
536000,3,1.75,3764,1.5,Average,1945
246500,3,1.5,11600,1,Good,1964
395000,3,1.75,7700,1,Average,1975
739000,3,2.25,10530,1,Good,1974
1.27E+06,4,2.75,13729,2,Average,1984
190000,3,1,10575,1,Good,1968
305000,3,1.5,9086,1,Average,1962
925000,4,4.25,13058,2,Good,1983
895000,4,3,13444,2,Average,1977
656000,3,1.75,7475,1.5,Average,1943
560000,4,1,4690,1.5,Average,1945
610000,5,2.25,11700,2,Average,1977
645000,4,2.5,37522,2,Average,1987
259000,3,2.5,4400,2,Average,2007
980000,4,2.5,10962,2,Average,1990
872000,4,4,9750,1,Good,1967
1.00E+06,6,2.75,9675,1,Good,1977
900000,3,2.75,12600,1.5,Average,1941
475000,4,1.5,5534,1.5,Good,1915
350000,5,2.75,13482,1,Good,1975
840000,4,1.75,11562,1,Average,1947
500000,4,2.5,8400,1,Average,1963
202500,3,1.5,9898,1,Average,1954
523000,4,2.5,65340,2,Average,1988
225000,3,2.5,10050,2,Average,1989
418200,3,2.25,9542,1,Average,1980
356500,4,1.75,9670,1,Average,1959
670000,4,3,5000,1.5,Good,1926
456150,3,2.25,12408,1,VeryGood,1962
471000,4,2.5,9687,2,Average,1998
558000,3,2.5,934,3,Average,2008
1.38E+06,6,4.5,10312,2,Average,2000
161500,3,1,6000,1,VeryGood,1961
311000,3,1,8370,1.5,Average,1962
470000,6,1.75,8732,1.5,Good,1966
569000,3,3.25,8227,1.5,VeryGood,1929
689000,4,2.5,7350,2,Average,1989
271900,3,1.75,11875,1,Average,1979
278000,4,2.5,6037,2,Average,1991
820000,2,2.5,4440,2,Good,1931
399500,3,1.75,7700,1,Good,1967
462000,3,2.75,2614,2,Good,1979
347500,3,1,12036,1,Average,1977
562100,2,0.75,3700,1,Average,1914
230000,2,1,7560,1,Average,1958
687000,4,2.5,10083,2,VeryGood,1966
725786,4,2.5,5762,2,Average,2000
315500,3,1,12600,1,Good,1969
312000,4,2,7054,1,Average,1950
343000,3,3.25,1173,2,Average,2002
385195,1,1,6000,1.5,Average,2015
415000,4,2.25,12650,1,Good,1981
461000,3,1.75,8666,2,Good,1948
369990,4,2.5,7133,2,Average,2002
349950,4,2.5,3134,2,Average,1999
285750,3,2.25,17126,1,Average,1966
542500,4,2.25,10160,1,Average,1972
830000,5,3.5,5400,2,Average,2011
705000,4,2.5,20946,2,Good,1976
615000,2,1,5000,1,Average,1949
184500,2,1,5880,1,Average,1940
412000,2,1,5120,1,Average,1901
250000,3,1.5,11111,1.5,Average,1934
580000,5,2,6000,2,Average,1903
220000,2,1,6000,1,VeryGood,1923
675000,4,2.75,8937,1,Good,1976
373500,2,1,3330,1,Average,1918
662700,2,1.5,6900,2,Average,1910
239950,5,1,6032,2,Good,1941
383000,3,1,10196,1,Good,1957
485000,3,2.75,12350,1,Good,1975
610000,4,2.75,36583,1,VeryGood,1976
545000,6,1.75,6250,1,Average,1954
780000,2,2.5,2500,2,VeryGood,1901
305000,3,2.5,3240,2,Average,2005
405000,3,1,15678,1,Average,1984
1.11E+06,5,3.5,12231,2,Average,2001
273000,3,1.75,9045,2,Good,1959
326500,3,1,12375,2,Average,1970
365000,3,1.75,9134,1,VeryGood,1981
1.00E+06,3,2.75,10739,2,Average,1987
422500,2,1,4046,1,Average,1940
354450,4,2.75,9920,2,Average,1993
320000,3,1,9540,1,Good,1971
223000,3,1,9120,1,Average,1961
410000,3,2.5,4948,2,Average,2008
438000,3,1,4000,1.5,Good,1923
390000,3,3,2944,2,Average,1993
298500,4,2.5,5954,2,Average,2004
749999,5,2.25,13630,2,Average,1989
779000,6,2.5,12000,1,Average,1966
570000,3,2.75,11936,2,Average,1978
385000,3,1,4600,1,Average,1918
649000,4,2,11040,1,VeryGood,1961
283000,3,1,5247,1,Average,1947
699900,4,2.25,16236,1,Average,1961
278500,4,1,8400,1,Average,1971
700000,4,1.75,9100,1,Average,1975
535000,4,2.75,45963,2,Average,1995
234500,3,1.75,18400,1,Average,1954
374150,3,1.75,9585,1,Good,1973
397000,4,2.5,9542,2,Average,2006
613000,3,2.25,10385,1,Average,1988
1.15E+06,3,2.5,10474,1,Good,1954
595000,4,1.75,4080,1,Average,1924
340000,5,2.75,6858,2,Average,2003
388000,4,2.5,5800,2,Average,2005
404000,3,1.75,15210,1,Average,1950
810000,3,2,6360,1.5,Good,1946
405000,4,2.5,9359,2,Average,1987
726000,5,3,10335,2,Average,2000
266000,3,2.5,7214,1,Good,1986
722500,5,2.25,7207,1,VeryGood,1970
352000,4,2.5,25002,1,Average,1996
265000,4,1.5,8158,1,Good,1961
856000,3,2.5,3920,2,Average,2014
346950,3,2.5,4348,2,Good,2006
866059,5,3.5,4797,2,Average,2014
410000,3,2.5,4456,2,Average,2004
370000,3,1.75,16817,2,Average,1982
230000,3,1,389126,1.5,Good,1919
400000,2,2,5010,1,Average,1999
172000,3,1,9680,1,Good,1959
615000,3,1.75,8480,1,Good,1962
860000,4,3.5,9600,2,Average,1998
555000,3,1.75,6000,1,VeryGood,1958
579000,3,2.5,4040,1.5,VeryGood,1926
385000,3,1.75,7030,1,Average,1968
420000,4,2.25,12000,2,Average,1977
645000,3,1.75,6750,1.5,VeryGood,1914
549950,3,2.5,6288,2,Average,1996
678000,3,2.75,10000,1,VeryGood,1962
199000,4,2,8120,2,Average,1950
604000,3,1,13824,1,Good,1957
268000,5,1.75,10368,1,VeryGood,1963
960000,5,3.5,16305,2,Average,2003
509250,3,2.5,7600,1,Good,1980
416000,3,2.5,5372,2,Average,1987
190000,3,1,8520,1,Average,1967
212000,3,1.5,10000,1,Good,1973
325900,3,2.5,9765,2,Average,1985
560000,3,3.5,4088,2,Average,1996
275000,3,2.5,5799,2,Good,1987
665000,4,2.5,15411,2,Average,1994
1.51E+06,4,3.5,7232,2,Average,1926
375000,4,2,2410,1,Average,1930
359950,3,1.75,6975,1,Average,1979
340000,4,2.75,7200,2,Average,2005
401000,2,1,8100,1,Good,1948
669000,2,1.75,10766,1,Good,1952
638500,4,2.5,6568,2,Average,2004
545000,2,1.5,3760,2,VeryGood,1924
524000,4,1,7015,1,Average,1973
1.61E+06,5,3.75,13260,2,Average,2013
280000,2,1,4800,1,Average,1947
828000,4,2.5,10841,1,Good,1979
223000,3,1.75,10573,1,Good,1984
1.29E+06,4,3.5,2261,2,Average,1981
750000,2,2,155130,1,Average,1970
430000,2,1,9207,1,Average,1947
711000,4,1.75,10800,1,VeryGood,1948
310000,4,2.5,7014,2,Average,1994
415000,5,1.75,9140,1,Average,1957
274900,4,2.5,6600,2,Average,1987
525000,3,3,36445,2,Good,1980
179500,3,1,32214,1,Average,1952
478000,3,1,2580,1.5,Average,1910
195000,3,1.75,7350,1,Average,1981
385000,4,3,10925,1,Average,1980
401000,3,2.75,9505,1,Average,1969
522000,4,2.5,6598,2,Average,2002
330000,4,1.75,14417,1,Good,1968
503000,3,2.5,4882,2,Average,1999
175000,5,1.75,8400,1,Good,1979
963990,4,3.5,6364,2,Average,2014
845000,5,2,9972,1,Good,1951
157500,2,1,4500,1,Average,1905
450000,2,3,1709,2,Average,2001
925000,4,1.75,11793,1,Average,1950
600000,2,1,5029,1,Good,1938
709000,4,1,4087,1.5,Average,1911
1.39E+06,5,3.75,6480,2,VeryGood,1938
248000,3,2.5,6840,1,Average,1984
245000,3,1,6630,1,Good,1912
332000,2,1,4776,1,Good,1942
459950,3,2.5,4273,2,Average,2002
425000,3,2,1800,2,Average,1994
460000,3,2.25,50965,1,Average,1979
838300,6,2.5,12978,1,Average,1967
256000,3,2.5,7200,2,VeryGood,1995
864000,3,2.75,13554,2,Average,1984
900000,4,3.5,4440,2,Average,1922
145600,3,1,7560,1,Average,1958
865000,5,3,6730,1,VeryGood,1977
250250,3,2.25,8000,2,Good,1969
162000,4,2,7641,1,Good,1943
450000,4,1.75,7350,1,Average,1973
675500,4,2.75,21344,1,Fair,1978
697000,3,2.25,5304,1.5,VeryGood,1947
1.32E+06,3,3.25,4080,2,Average,2005
490000,3,1.75,16510,1,Average,1984
590000,3,2.25,5742,1,Average,1951
280000,4,1.75,16000,1,Average,1957
515000,2,1,6500,1,Good,1941
576000,3,1,5395,1,Good,1909
375000,3,1.75,10574,2,Average,1981
478000,3,1,7107,1,Good,1980
282000,3,1,5200,1,VeryGood,1977
1.40E+06,4,4.5,10550,2,Average,1976
593500,5,3.25,50405,2,Average,1972
724950,4,3.5,174240,2,Average,2004
306000,3,1.75,7500,1,Good,1966
341000,4,1.75,7665,1,Good,1975
399950,3,2.5,4400,1,Average,1930
534000,5,2,3600,2,Average,1992
