Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands
145778,42,21,2,M,Single,426.2098135
132773,17,0,2,M,Single,1486.388076
119020,20,2,2,F,Married,283.0697002
112294,24,7,2,F,Single,808.6426951
185267,41,22,2,M,Single,674.064058
102360,62,43,2,F,Married,189.0358649
193579,70,52,2,M,Single,577.8240207
126462,18,1,2,M,Married,418.9755266
119713,61,42,2,F,Single,373.6039557
138642,37,19,2,M,Married,309.8817858
123616,19,0,2,M,Single,470.3204577
169287,19,2,2,F,Married,362.8225461
160279,68,50,2,M,Single,454.1709307
198383,68,49,2,F,Single,111.2906968
166319,66,46,2,F,Married,243.5328737
153469,61,40,2,F,Married,167.4991317
196644,28,7,2,F,Single,482.6396475
192027,66,45,2,M,Single,80.11881426
174995,20,3,2,M,Married,578.3413716
182186,58,40,2,M,Married,432.885157
119432,51,30,2,F,Single,720.0040562
192266,46,29,2,M,Married,382.9371189
124281,46,28,2,F,Single,164.6822683
125914,68,48,2,M,Married,32.80356503
189401,61,43,2,F,Single,165.6591786
163874,19,2,2,F,Single,353.5400426
173914,40,20,2,F,Single,365.4732879
191384,19,0,2,F,Single,490.4280641
148119,65,48,2,M,Married,247.0451395
196778,22,3,2,M,Married,294.7744672
130906,63,43,2,F,Married,89.54089032
149898,31,11,2,F,Married,431.0282312
173747,29,8,2,M,Married,407.6990253
196432,62,41,2,F,Single,45.68742013
116440,64,45,2,M,Married,127.9956872
118752,42,24,2,M,Single,483.9802141
196573,20,3,2,F,Married,141.3183162
144394,17,0,2,F,Single,384.8647472
170153,59,41,2,F,Single,411.8978325
147922,68,51,2,F,Single,73.92056559
150270,16,0,2,F,Married,97.35629417
121888,26,9,2,M,Married,363.5544426
170068,34,16,2,M,Married,234.1258388
106815,25,6,2,F,Married,308.9951899
146423,19,0,2,F,Single,233.2412985
159500,60,39,2,F,Single,71.51716314
151353,70,49,2,M,Married,206.4216834
192865,23,6,2,F,Married,378.0683314
137964,59,41,2,F,Single,432.1720254
161762,65,45,2,M,Married,55.87164916
148910,54,36,2,F,Single,411.804291
156424,66,46,2,M,Single,216.9776741
105815,17,0,2,F,Married,676.4310376
135767,40,23,2,M,Single,463.6257757
197034,17,0,2,M,Single,478.3743453
109590,22,4,2,F,Single,195.6228447
162111,65,44,2,M,Single,116.8334234
196818,23,6,2,M,Single,631.0976125
193489,62,45,2,M,Single,39.28796041
173463,52,35,2,F,Married,504.5877345
150051,48,27,2,F,Single,438.8192687
144355,66,46,2,F,Married,55.19671094
101497,23,6,2,M,Single,1030.446074
147580,52,32,2,M,Single,261.9109882
107444,60,39,2,M,Married,185.0751905
133197,68,50,2,F,Single,337.3376026
143747,17,0,2,F,Single,343.6331572
125774,65,46,2,F,Single,299.1648586
164992,33,13,2,M,Single,406.8141711
109402,41,21,2,M,Married,190.0323311
173702,56,36,2,M,Married,679.1324761
140578,50,31,2,F,Married,353.8972413
102197,63,44,2,M,Single,187.1632252
193474,16,0,2,M,Married,264.5211779
183957,39,22,2,F,Married,531.1566917
196553,16,0,2,F,Single,604.4276573
103199,20,3,2,M,Single,964.5509037
102993,20,1,2,M,Single,381.605109
144735,29,9,2,M,Married,382.3871743
114514,25,8,2,M,Married,225.4093546
104652,55,38,2,F,Single,167.5431667
148363,20,3,2,F,Married,321.3449548
136033,47,29,2,F,Single,384.4920277
171271,60,40,2,M,Married,48.97986108
120466,61,43,2,M,Single,376.9877925
188282,38,17,2,F,Married,287.1500967
199916,23,6,2,F,Married,317.6692411
101441,23,4,2,M,Married,212.3423871
179398,51,30,2,M,Married,430.3243254
114500,65,46,2,M,Single,147.8135462
121238,33,12,2,M,Single,434.0823777
191814,52,33,2,F,Married,297.4858939
154621,41,24,2,M,Single,423.7351571
163118,48,30,2,F,Married,162.4063403
138952,66,47,2,M,Single,259.4806222
107630,25,6,2,M,Married,452.1485721
119006,53,34,2,F,Married,328.0856883
165901,30,9,2,F,Single,429.406501
178649,39,18,2,M,Married,343.8099988
181023,67,49,2,M,Single,228.811037
136134,23,4,2,F,Single,607.7779773
144698,67,48,2,M,Married,208.0302662
191220,22,5,2,F,Married,486.1967145
184205,63,45,2,M,Married,696.6123044
197630,42,24,2,M,Single,696.5284014
122374,60,42,2,F,Single,404.5349121
110500,64,46,2,F,Married,187.3943975
144906,37,20,2,M,Single,496.0066722
122973,27,7,2,M,Married,456.406225
165360,27,8,2,M,Single,400.293361
178948,52,35,2,F,Single,599.4664433
183024,69,52,2,F,Single,458.6602342
192969,28,10,2,M,Single,738.3157306
185901,67,50,2,F,Married,267.2641669
156939,61,41,2,F,Single,85.48223065
176585,47,29,2,M,Married,352.7070831
116963,29,8,2,M,Married,177.4783708
197069,31,10,2,M,Single,475.2954651
162404,34,14,2,F,Married,336.2421645
149552,46,29,2,M,Single,734.9538041
134352,64,43,2,F,Single,302.8175023
178298,60,43,2,F,Single,118.4561493
183606,70,49,2,M,Single,364.0376773
163282,51,30,2,M,Single,309.2919752
114344,39,19,2,M,Single,383.6642098
180877,60,43,2,M,Married,205.2984168
177247,27,6,2,F,Married,319.3783999
181868,39,18,2,F,Single,397.8159816
110063,22,5,2,M,Single,1162.288811
101870,64,47,2,M,Married,244.6449144
167930,40,23,2,M,Married,390.2854666
190025,20,3,2,F,Married,308.8496566
113141,67,48,2,F,Single,47.99292722
160902,18,1,2,F,Single,456.0412087
107981,25,8,2,F,Single,288.7365091
127415,58,40,2,F,Single,559.5844128
181619,25,7,2,F,Married,142.6101548
127011,19,1,2,F,Married,342.4184957
111536,67,49,2,M,Married,78.8749044
134780,21,3,2,F,Single,299.5568724
117277,62,43,2,F,Married,142.728526
107837,16,0,2,M,Married,428.3233658
122697,56,38,2,F,Single,442.2016245
188418,18,0,2,M,Married,458.1821405
158782,60,40,2,F,Married,57.19166287
194157,43,25,2,M,Married,363.758169
157767,18,0,2,M,Single,2852
146036,54,33,2,M,Single,353.9874896
148827,22,3,2,F,Married,463.1297887
184774,51,34,2,M,Single,664.7626221
114288,33,15,2,M,Married,200.5543237
152054,61,43,2,F,Single,56.28654154
120823,60,40,2,M,Single,40.235724
122547,22,5,2,F,Married,296.7119032
176827,29,9,2,F,Married,294.0604321
169401,19,1,2,F,Single,674.6170251
167211,49,31,2,F,Single,207.7780178
191205,44,25,2,F,Single,378.2642892
129126,53,35,2,M,Single,335.7056368
169793,18,0,2,F,Married,179.7314757
169904,42,21,2,F,Married,387.7468473
196991,58,37,2,F,Married,300.0849615
175204,19,2,2,F,Married,234.2815341
150881,66,45,2,F,Single,101.9951459
164823,17,0,2,M,Married,205.9999473
102591,69,51,2,M,Married,161.4997804
141133,23,4,2,F,Single,976.7366225
193738,65,45,2,F,Single,125.0625266
122075,20,2,2,F,Single,476.0955866
104094,55,38,2,F,Single,285.5379888
168485,49,31,2,M,Single,451.8193288
162503,18,0,2,F,Married,458.5047008
161274,23,5,2,M,Single,451.5804951
122107,59,40,2,F,Single,185.4654981
150766,57,38,2,F,Single,173.9017406
127059,34,16,2,M,Married,343.7377114
163959,66,49,2,M,Married,42.54560578
131564,46,26,2,F,Single,485.6433513
182612,63,43,2,M,Married,329.0603972
194352,67,47,2,F,Single,40.3245526
199294,68,49,2,F,Married,86.71810146
177653,22,3,2,M,Single,776.8857949
110817,59,42,2,F,Single,298.5194061
183039,61,41,2,F,Married,179.7751336
155317,22,4,2,F,Married,370.5457414
146987,24,5,2,F,Married,499.1907587
178291,19,1,2,M,Married,722.5777502
179728,21,3,2,F,Married,255.1657713
122621,68,50,2,F,Married,166.2718467
151843,68,50,2,M,Single,83.85243398
159076,26,6,2,M,Married,209.6780374
176019,64,45,2,F,Married,99.51138783
175330,16,0,2,F,Married,243.3503986
160190,20,3,2,F,Single,800.4307807
173582,69,51,2,F,Married,43.91984176
123383,16,0,2,M,Single,537.2615494
130757,21,3,2,F,Single,531.3488591
117296,61,43,2,M,Single,318.0824409
166622,43,26,2,M,Married,681.7282118
119397,67,50,2,M,Married,219.1167835
141928,23,4,2,F,Single,613.0166806
179457,28,10,2,F,Single,405.4427644
190282,58,39,2,F,Single,738.3166478
117553,63,43,2,F,Married,51.5165782
156856,50,29,2,F,Single,457.8160532
117822,20,1,2,F,Single,488.2861253
101967,53,33,2,M,Married,401.3555902
154975,17,0,2,M,Single,1122.25101
136016,19,2,2,M,Single,632.1200446
188012,23,4,2,F,Single,518.588689
196394,27,7,2,F,Married,153.7026157
171466,36,19,2,M,Married,321.4183747
158716,66,49,2,M,Single,277.6940932
144994,25,7,2,M,Married,496.8511596
104574,24,6,2,M,Single,1070.485093
121216,19,2,2,M,Married,513.4584495
115502,41,21,2,F,Married,585.2146
155152,63,46,2,M,Single,44.94946668
196262,22,3,2,M,Married,481.4381007
103240,56,35,2,M,Married,374.6621594
189797,54,33,2,M,Single,435.0601621
172191,70,52,2,M,Married,93.4308714
150141,34,14,2,F,Married,277.4110881
190276,54,34,2,F,Single,450.0530373
100482,16,0,2,M,Single,1162.650269
126034,18,0,2,F,Single,439.6913022
172799,63,46,2,M,Married,93.90273659
102623,21,4,2,M,Married,266.2417314
110638,21,3,2,M,Married,411.9805899
153058,65,47,2,M,Married,441.9746791
181459,54,35,2,F,Married,346.0521767
101829,67,46,2,M,Single,215.2318603
111486,63,42,2,M,Single,192.1257344
145644,53,36,2,M,Single,179.5108887
171326,23,6,2,F,Single,599.3552457
158997,67,46,2,F,Married,148.2309601
142742,44,24,2,M,Married,631.3342652
128658,35,16,2,M,Married,495.1681692
134161,65,44,2,F,Married,185.8110244
133468,19,1,2,F,Married,314.9461087
150986,31,12,2,F,Single,324.1258041
124766,17,0,2,M,Single,632.4444462
129398,26,6,2,M,Married,414.8684683
193485,24,6,2,F,Married,706.7631618
195987,19,2,2,M,Married,527.15865
124322,63,44,2,F,Married,44.41811572
159388,67,49,2,M,Married,137.0327478
182495,52,32,2,M,Married,433.9690892
168025,18,0,2,F,Single,580.2211714
134145,57,36,2,F,Single,449.1830842
147736,62,45,2,M,Married,105.6599415
141785,45,25,2,F,Married,566.3801492
117039,17,0,2,M,Single,1033.629031
175472,47,26,2,F,Married,198.7961508
137671,19,2,2,M,Single,855.3519575
190923,26,5,2,M,Married,571.5603593
112321,69,51,2,F,Married,156.703677
142880,38,19,2,M,Single,496.9686527
181190,27,8,2,F,Single,465.4325412
173901,23,4,2,F,Single,245.9475767
114220,27,8,2,F,Married,316.3652417
103121,70,49,2,M,Single,174.5438715
173004,29,12,2,M,Married,398.5699075
129481,67,47,2,F,Married,303.2492958
168613,16,0,2,M,Single,971.1937518
121061,43,26,2,M,Single,774.4937363
133166,63,42,2,M,Single,242.6317197
197842,31,10,2,F,Single,130.8381263
110870,64,45,2,M,Married,148.8621741
152294,40,23,2,M,Single,452.0526951
188699,56,37,2,F,Single,420.6183775
185771,50,29,2,F,Married,286.9764941
132962,26,9,2,M,Single,643.8323624
137739,62,43,2,M,Married,450.9282755
102090,66,49,2,F,Single,155.4935516
112447,63,42,2,M,Single,60.43868173
164586,69,52,2,F,Single,19.1986151
130583,48,29,2,F,Married,332.4600167
191054,16,0,2,M,Married,360.1461124
145669,21,4,2,M,Married,369.1190717
163029,69,50,2,M,Married,65.30246234
166179,64,45,2,F,Married,62.21862184
169530,20,1,2,M,Married,684.3776358
174898,55,37,2,F,Single,710.6913874
129122,59,40,2,F,Single,295.693528
111288,19,0,2,M,Single,567.8116732
191964,17,0,2,M,Married,790.954274
165636,66,47,2,F,Single,127.9202249
114155,25,6,2,F,Married,267.0447435
127853,42,23,2,M,Single,390.9589293
113416,25,6,2,F,Single,659.5723022
167095,17,0,2,F,Married,327.145844
178085,69,52,2,M,Married,149.0625524
168719,20,3,2,M,Married,258.5981163
107859,69,51,2,M,Single,459.7043208
132478,25,6,2,M,Single,531.4220299
152002,66,49,2,M,Married,291.4064942
148397,19,1,2,M,Single,1178.477467
188140,68,48,2,F,Single,93.06167252
172701,21,3,2,F,Married,303.0263672
199766,19,2,2,F,Married,164.8102033
146672,19,1,2,F,Married,137.9957896
181090,62,45,2,F,Single,380.4116361
163736,33,14,2,F,Married,591.5242872
149113,18,0,2,F,Married,144.2135895
125254,27,8,2,M,Married,624.6832837
108779,30,13,2,F,Single,382.5545497
114531,28,8,2,F,Married,471.2356391
135563,49,28,2,M,Married,379.0701103
139100,39,18,2,F,Married,545.1540724
132446,16,0,2,M,Single,460.8457793
171500,18,0,2,M,Married,392.6845652
196294,63,42,2,F,Married,258.8729838
159861,41,22,2,M,Married,376.743896
197562,58,38,2,F,Single,365.3096842
144999,64,47,2,M,Single,375.5132962
190391,53,35,2,M,Single,182.8276235
106548,60,42,2,F,Single,304.7559646
105932,45,26,2,M,Married,671.7997427
196241,50,31,2,M,Married,411.0110495
163469,64,43,2,M,Married,190.5879139
120933,53,34,2,F,Single,389.060504
159012,60,41,2,M,Married,216.0407596
135122,25,6,2,M,Single,1223.159682
122640,40,22,2,M,Single,644.0822542
166875,35,18,2,M,Single,511.3257622
110905,19,0,2,F,Married,256.1425496
134118,21,2,2,F,Single,651.1858695
107171,25,6,2,F,Married,267.20863
176651,54,36,2,M,Married,304.0070767
172292,34,15,2,M,Married,385.3054114
141793,16,0,2,M,Single,400.9965388
125427,42,22,2,M,Single,841.2897521
126039,48,31,2,M,Married,366.9173952
113036,33,16,2,M,Single,219.0374119
132654,32,11,2,M,Single,305.3024049
199870,26,5,2,F,Married,200.4837906
163980,21,3,2,M,Single,455.2843485
164286,38,20,2,M,Single,301.8672605
125989,39,22,2,F,Single,443.5045498
178824,48,31,2,F,Married,398.2591455
152055,27,8,2,M,Single,305.7422196
169682,26,9,2,F,Married,193.3558559
138509,69,52,2,M,Single,93.95705645
111659,65,44,2,M,Single,267.2544801
174852,63,45,2,M,Married,244.1756341
135846,16,0,2,M,Married,530.021191
163062,48,29,2,M,Married,167.3977343
123667,52,34,2,F,Married,513.308942
112065,24,6,2,F,Married,171.0885338
177425,51,32,2,F,Single,622.8166758
108228,17,0,2,F,Single,688.8547617
159782,23,4,2,F,Married,172.9344638
131408,69,51,2,M,Single,408.3617678
110939,38,18,2,M,Single,266.5227536
114127,64,43,2,M,Single,307.4466053
158663,63,44,2,M,Single,63.61993252
169030,21,2,2,M,Single,504.8449361
195717,62,43,2,F,Married,304.4294792
152506,24,7,2,F,Single,572.3978778
141606,40,20,2,F,Married,314.6769002
118114,53,33,2,M,Married,350.6464345
105446,62,42,2,F,Married,52.64347366
161339,22,4,2,M,Single,2879
174916,69,50,2,F,Single,160.4764846
192739,61,43,2,F,Single,288.0075676
182273,40,20,2,M,Married,495.4931261
141436,20,3,2,M,Married,502.4378501
163648,38,19,2,M,Single,500.6701502
152856,42,25,2,F,Single,409.6868628
147839,69,50,2,F,Married,240.0257169
144976,23,5,2,M,Single,544.8236918
154332,56,35,2,M,Married,572.8256397
145739,60,39,2,M,Single,303.7258336
170432,21,4,2,M,Married,473.9589177
128204,60,42,2,M,Married,117.8851828
139637,34,15,2,M,Married,315.2849102
121437,64,47,2,F,Married,222.6386693
161025,38,17,2,F,Married,207.145874
136526,41,24,2,F,Single,638.9886613
184416,52,34,2,M,Married,367.5651389
198408,22,3,2,M,Married,513.8630957
158925,35,15,2,M,Married,335.1009955
166450,38,19,2,F,Married,240.2642571
193234,68,49,2,M,Married,291.3346239
177263,36,16,2,M,Married,233.2750792
136789,25,6,2,F,Married,243.9594903
113027,52,32,2,F,Married,517.9428444
161340,51,33,2,M,Married,341.7148314
188049,62,45,2,M,Single,307.1214269
124582,47,28,2,F,Married,297.9558558
165703,70,50,2,M,Single,259.7310588
165865,66,48,2,M,Married,65.19885583
170474,61,42,2,M,Married,535.2367128
108024,55,35,2,M,Single,408.31942
191789,40,19,2,F,Married,430.571871
191006,35,15,2,M,Married,683.9467174
109721,21,2,2,F,Single,506.2082003
162610,25,6,2,M,Married,741.1393669
191962,41,24,2,F,Single,283.9643354
161581,23,6,2,F,Married,233.7931559
187667,21,4,2,F,Single,519.3587409
165622,46,26,2,M,Single,484.2038417
111391,69,48,2,F,Single,56.59454021
111533,20,1,2,F,Married,270.5998219
190876,23,4,2,M,Married,1094.928187
131981,62,45,2,M,Married,230.7990564
183250,50,33,2,F,Married,324.6840138
117379,55,36,2,F,Single,351.7866849
138063,21,2,2,M,Single,981.3483733
150018,21,2,2,F,Married,444.4156203
152003,56,37,2,M,Married,180.2726827
194420,44,27,2,F,Married,169.9274906
130143,31,14,2,M,Married,320.0112652
120046,70,52,2,F,Married,136.3567233
105197,70,53,2,M,Single,18.61774917
101138,34,16,2,M,Single,259.7734467
176431,64,44,2,F,Single,61.42014606
160767,50,32,2,M,Married,387.9552071
132571,16,0,2,F,Married,339.903063
127681,55,34,2,F,Married,318.3150965
111756,30,9,2,M,Single,272.1104504
158343,26,7,2,M,Single,523.5247446
157196,63,42,2,M,Single,307.1713191
162826,47,29,2,F,Single,423.0057603
180237,42,25,2,M,Married,381.4533716
128142,42,22,2,M,Married,575.1646979
173501,18,1,2,M,Married,228.8044552
172572,38,19,2,F,Single,430.3666938
124026,28,9,2,M,Married,382.9229789
193916,24,6,2,M,Married,360.9731498
192393,62,43,2,F,Single,40.44687431
168611,16,0,2,F,Single,299.2080751
195553,69,51,2,F,Single,621.628598
146794,69,49,2,M,Married,139.7236893
181334,24,6,2,F,Married,318.311808
193733,44,27,2,M,Single,707.6464212
159783,23,4,2,F,Married,363.3703599
150733,37,16,2,M,Single,342.75108
136810,63,44,2,M,Single,380.4963738
143343,41,20,2,M,Married,282.9530993
133889,30,13,2,F,Married,357.4243453
176953,56,35,2,M,Married,140.9900455
191995,67,50,2,F,Married,125.642613
133784,22,5,2,M,Married,404.4555197
174112,23,5,2,F,Single,588.9731914
185217,43,25,2,F,Single,403.1651617
158184,66,46,2,F,Married,28.05839824
184504,18,0,2,M,Married,244.8853277
149344,44,25,2,F,Single,435.3669469
116113,40,21,2,F,Single,339.9531281
133866,43,26,2,M,Single,434.2490493
117228,67,49,2,F,Married,247.5417378
125268,38,18,2,M,Single,651.1895254
137468,54,34,2,F,Married,131.0101625
136629,22,3,2,M,Single,813.9865215
139693,17,0,2,F,Single,706.3116363
181265,54,34,2,M,Married,252.4345156
162628,22,5,2,F,Married,695.7030896
196578,68,49,2,F,Single,247.9587716
114318,57,36,2,M,Married,664.237318
108015,70,51,2,F,Married,231.4313883
131572,68,48,2,F,Married,78.37664648
165097,34,14,2,F,Married,351.6458198
199612,64,43,2,F,Single,220.9166822
180914,68,51,2,M,Single,281.57493
181182,22,3,2,F,Single,605.641365
159993,28,8,2,F,Married,320.3349091
121451,35,14,2,F,Married,506.3626082
157115,68,47,2,M,Married,227.6438612
106945,21,4,2,M,Married,491.2875129
194164,68,48,2,F,Married,97.79617698
114834,58,38,2,F,Single,710.6296673
141836,53,35,2,F,Married,416.3579204
174932,32,12,2,F,Single,435.997452
198736,60,42,2,M,Married,277.8842178
109980,51,31,2,M,Married,348.55901
195321,68,51,2,M,Married,284.1424955
142640,20,3,2,M,Married,744.7098138
135988,16,0,2,M,Single,514.1504616
188354,70,50,2,F,Married,33.92207189
167663,70,53,2,F,Single,74.26939143
143138,54,36,2,F,Married,400.6379427
141795,16,0,2,M,Single,1229.29243
156644,53,36,2,F,Single,812.0970481
127280,65,45,2,M,Married,313.0059872
168872,60,43,2,F,Married,34.80998953
118329,49,30,2,M,Single,366.6215454
156140,24,7,2,M,Single,631.7729612
168127,69,52,2,F,Married,56.98060462
124698,39,18,2,M,Married,438.9234708
133288,17,0,2,F,Single,715.003246
155732,63,44,2,F,Single,313.4314506
168528,70,50,2,F,Married,320.0256227
174887,41,22,2,F,Married,269.1793261
114557,40,19,2,M,Single,538.9219722
113495,20,1,2,M,Single,1142.6563
184418,69,49,2,F,Single,133.9532326
123078,64,46,2,F,Single,289.1676379
152617,21,4,2,F,Married,206.5551444
140444,21,4,2,M,Single,675.247383
110178,65,48,2,F,Married,148.8802465
165558,64,45,2,M,Single,40.36425713
122045,67,47,2,M,Married,37.85146275
136989,23,4,2,F,Single,1084.380091
146863,17,0,2,M,Married,382.6898135
196325,32,13,2,M,Married,350.8046896
120221,27,6,2,F,Married,311.0017988
105226,58,39,2,M,Married,333.1704666
199093,60,41,2,M,Married,68.87011296
152657,55,36,2,F,Single,852.6038376
184932,21,4,2,M,Married,312.6715176
164706,22,4,2,M,Married,347.8397092
175721,25,8,2,F,Single,955.5054968
196300,16,0,2,M,Married,664.5913205
